date,Open,High,Low,Close
2024-10-21,2275.330078125,2275.60009765625,2238.300048828125,2239.7099609375
2024-10-22,2235.77001953125,2235.77001953125,2225.06005859375,2231.530029296875
2024-10-23,2224.64990234375,2226.409912109375,2195.469970703125,2213.840087890625
2024-10-24,2216.989990234375,2227.0,2206.35009765625,2218.919921875
2024-10-25,2225.77001953125,2236.68994140625,2207.239990234375,2207.989990234375
2024-10-28,2217.669921875,2247.3798828125,2217.669921875,2244.070068359375
2024-10-29,2236.510009765625,2238.090087890625,2221.75,2238.090087890625
2024-10-30,2232.659912109375,2260.47998046875,2229.7900390625,2233.0400390625
2024-10-31,2231.3701171875,2232.159912109375,2196.64990234375,2196.64990234375
2024-11-01,2202.179931640625,2227.35009765625,2202.179931640625,2210.1298828125
2024-11-04,2206.56005859375,2233.18994140625,2200.300048828125,2219.030029296875
2024-11-05,2216.6201171875,2260.919921875,2212.27001953125,2260.840087890625
2024-11-06,2300.97998046875,2393.85009765625,2300.97998046875,2392.919921875
2024-11-07,2391.260009765625,2402.360107421875,2378.169921875,2382.68994140625
2024-11-08,2384.080078125,2401.909912109375,2376.419921875,2399.639892578125
2024-11-11,2411.699951171875,2441.719970703125,2411.699951171875,2434.97998046875
2024-11-12,2428.139892578125,2432.39990234375,2387.81005859375,2391.85009765625
2024-11-13,2401.85009765625,2414.550048828125,2368.469970703125,2369.3701171875
2024-11-14,2374.139892578125,2379.590087890625,2333.27001953125,2336.93994140625
2024-11-15,2339.9599609375,2346.449951171875,2297.52001953125,2303.840087890625
2024-11-18,2306.52001953125,2322.070068359375,2301.8701171875,2306.340087890625
2024-11-19,2295.780029296875,2325.06005859375,2284.199951171875,2324.830078125
2024-11-20,2323.31005859375,2325.8798828125,2303.7900390625,2325.530029296875
2024-11-21,2331.4599609375,2372.25,2331.4599609375,2364.02001953125
2024-11-22,2366.43994140625,2409.219970703125,2366.43994140625,2406.669921875
2024-11-25,2419.080078125,2466.489990234375,2419.080078125,2442.030029296875
2024-11-26,2439.02001953125,2439.02001953125,2415.919921875,2424.31005859375
2024-11-27,2430.1298828125,2449.860107421875,2424.510009765625,2426.18994140625
2024-11-29,2433.0,2445.639892578125,2433.0,2434.72998046875
2024-12-02,2437.2099609375,2442.610107421875,2420.7099609375,2434.139892578125
2024-12-03,2433.909912109375,2435.31005859375,2412.85009765625,2416.35009765625
2024-12-04,2419.10009765625,2430.030029296875,2412.739990234375,2426.56005859375
2024-12-05,2425.0400390625,2425.81005859375,2395.159912109375,2396.169921875
2024-12-06,2408.090087890625,2414.179931640625,2401.77001953125,2408.989990234375
2024-12-09,2418.830078125,2428.159912109375,2392.699951171875,2392.840087890625
2024-12-10,2392.429931640625,2402.659912109375,2378.610107421875,2382.77001953125
2024-12-11,2399.050048828125,2407.739990234375,2386.3701171875,2394.159912109375
2024-12-12,2387.3798828125,2391.860107421875,2360.590087890625,2361.080078125
2024-12-13,2357.800048828125,2361.840087890625,2336.280029296875,2346.89990234375
2024-12-16,2344.8701171875,2370.429931640625,2339.739990234375,2361.989990234375
2024-12-17,2350.7900390625,2354.56005859375,2329.260009765625,2334.080078125
2024-12-18,2342.280029296875,2349.97998046875,2215.739990234375,2231.510009765625
2024-12-19,2251.090087890625,2265.35009765625,2217.14990234375,2221.5
2024-12-20,2201.7099609375,2264.47998046875,2194.89990234375,2242.3701171875
2024-12-23,2239.090087890625,2241.909912109375,2219.419921875,2237.43994140625
2024-12-24,2240.25,2259.85009765625,2233.31005859375,2259.85009765625
2024-12-26,2248.800048828125,2281.830078125,2243.800048828125,2280.18994140625
2024-12-27,2268.969970703125,2273.800048828125,2227.169921875,2244.590087890625
2024-12-30,2230.830078125,2237.919921875,2202.669921875,2227.780029296875
2024-12-31,2237.929931640625,2250.39990234375,2224.530029296875,2230.159912109375
2025-01-02,2241.820068359375,2261.75,2219.919921875,2231.669921875
2025-01-03,2237.72998046875,2269.050048828125,2237.72998046875,2268.469970703125
2025-01-06,2275.7099609375,2292.300048828125,2264.419921875,2266.64990234375
2025-01-07,2271.31005859375,2286.179931640625,2236.550048828125,2249.800048828125
2025-01-08,2236.1201171875,2241.889892578125,2211.7099609375,2238.9599609375
2025-01-10,2215.22998046875,2215.22998046875,2176.030029296875,2189.22998046875
2025-01-13,2176.489990234375,2194.68994140625,2158.6298828125,2194.39990234375
2025-01-14,2206.159912109375,2221.330078125,2194.85009765625,2219.239990234375
2025-01-15,2256.56005859375,2278.169921875,2252.739990234375,2263.2900390625
2025-01-16,2261.969970703125,2273.0400390625,2252.889892578125,2266.7900390625
2025-01-17,2281.659912109375,2289.969970703125,2269.219970703125,2275.8798828125
2025-01-21,2286.39990234375,2318.81005859375,2286.39990234375,2317.969970703125
2025-01-22,2316.139892578125,2318.6298828125,2301.89990234375,2303.719970703125
2025-01-23,2296.110107421875,2314.719970703125,2289.27001953125,2314.60009765625
2025-01-24,2312.3798828125,2322.27001953125,2303.14990234375,2307.739990234375
2025-01-27,2290.14990234375,2311.7900390625,2273.669921875,2284.02001953125
2025-01-28,2287.110107421875,2294.669921875,2275.080078125,2288.860107421875
2025-01-29,2286.570068359375,2300.8701171875,2269.110107421875,2283.10009765625
2025-01-30,2299.820068359375,2320.530029296875,2293.7099609375,2307.449951171875
2025-01-31,2307.699951171875,2322.2900390625,2278.780029296875,2287.68994140625
2025-02-03,2244.820068359375,2271.2099609375,2229.510009765625,2258.419921875
2025-02-04,2257.18994140625,2291.3798828125,2257.110107421875,2290.2099609375
2025-02-05,2297.739990234375,2316.22998046875,2293.3798828125,2316.22998046875
2025-02-06,2323.300048828125,2326.949951171875,2295.679931640625,2307.1201171875
2025-02-07,2308.18994140625,2311.510009765625,2277.6298828125,2279.7099609375
2025-02-10,2289.3798828125,2294.7099609375,2281.64990234375,2287.93994140625
2025-02-11,2278.159912109375,2282.2099609375,2270.889892578125,2275.699951171875
2025-02-12,2250.7099609375,2262.570068359375,2240.510009765625,2255.889892578125
2025-02-13,2264.830078125,2282.419921875,2259.070068359375,2282.179931640625
2025-02-14,2287.85009765625,2297.7099609375,2276.6298828125,2279.97998046875
2025-02-18,2281.56005859375,2294.590087890625,2277.169921875,2290.35009765625
2025-02-19,2278.2900390625,2288.75,2273.6298828125,2282.4599609375
2025-02-20,2280.300048828125,2280.300048828125,2250.110107421875,2261.739990234375
2025-02-21,2275.9599609375,2282.6298828125,2194.110107421875,2195.35009765625
2025-02-24,2200.7099609375,2202.06005859375,2169.5400390625,2178.27001953125
2025-02-25,2180.469970703125,2184.760009765625,2154.35009765625,2170.080078125
2025-02-26,2175.43994140625,2199.919921875,2166.860107421875,2174.169921875
2025-02-27,2175.1298828125,2177.7900390625,2139.409912109375,2139.659912109375
2025-02-28,2135.590087890625,2163.22998046875,2126.080078125,2163.070068359375
2025-03-03,2168.02001953125,2173.570068359375,2092.169921875,2102.239990234375
2025-03-04,2083.699951171875,2112.10009765625,2048.010009765625,2079.530029296875
2025-03-05,2080.489990234375,2102.949951171875,2066.14990234375,2100.75
2025-03-06,2081.570068359375,2093.389892578125,2055.419921875,2066.550048828125
2025-03-07,2065.5,2084.39990234375,2033.68994140625,2075.47998046875
2025-03-10,2058.090087890625,2058.090087890625,2003.4200439453125,2019.0699462890625
2025-03-11,2022.52001953125,2043.489990234375,2001.18994140625,2023.5899658203125
2025-03-12,2037.9100341796875,2050.2099609375,2012.5699462890625,2026.469970703125
2025-03-13,2026.0799560546875,2031.1600341796875,1984.9200439453125,1993.68994140625
2025-03-14,2008.530029296875,2044.510009765625,2008.530029296875,2044.0999755859375
2025-03-17,2041.52001953125,2073.919921875,2039.9599609375,2068.330078125
2025-03-18,2060.969970703125,2060.969970703125,2043.8699951171875,2049.93994140625
2025-03-19,2051.280029296875,2092.030029296875,2051.280029296875,2082.080078125
2025-03-20,2068.60009765625,2089.97998046875,2060.489990234375,2068.6298828125
2025-03-21,2057.7900390625,2060.77001953125,2040.1400146484375,2056.97998046875
2025-03-24,2075.47998046875,2110.5400390625,2075.47998046875,2109.3798828125
2025-03-25,2108.25,2110.080078125,2090.0400390625,2095.3798828125
2025-03-26,2097.179931640625,2103.7099609375,2066.300048828125,2073.830078125
2025-03-27,2072.47998046875,2079.300048828125,2057.60009765625,2065.699951171875
2025-03-28,2063.31005859375,2063.31005859375,2013.0,2023.27001953125
2025-03-31,1997.969970703125,2021.949951171875,1973.0799560546875,2011.9100341796875
2025-04-01,2007.5899658203125,2027.0,1985.6700439453125,2012.239990234375
2025-04-02,1998.3299560546875,2048.14990234375,1986.3299560546875,2045.3599853515625
2025-04-03,1981.6700439453125,1981.6700439453125,1909.699951171875,1910.550048828125
2025-04-04,1866.0,1866.0,1783.06005859375,1827.030029296875
2025-04-07,1775.1199951171875,1891.1600341796875,1733.1600341796875,1810.1400146484375
2025-04-08,1850.9100341796875,1868.989990234375,1738.8199462890625,1760.7099609375
2025-04-09,1743.18994140625,1930.5999755859375,1732.989990234375,1913.1600341796875
2025-04-10,1864.77001953125,1864.77001953125,1788.97998046875,1831.3900146484375
2025-04-11,1827.6600341796875,1860.8499755859375,1802.22998046875,1860.199951171875
2025-04-14,1890.6600341796875,1892.8800048828125,1848.530029296875,1880.8800048828125
2025-04-15,1879.6800537109375,1902.3199462890625,1874.989990234375,1882.9200439453125
2025-04-16,1872.760009765625,1879.9000244140625,1842.1500244140625,1863.47998046875
2025-04-17,1863.5,1887.6400146484375,1861.300048828125,1880.6199951171875
2025-04-21,1862.7099609375,1863.2099609375,1823.3800048828125,1840.3199462890625
2025-04-22,1863.93994140625,1892.9200439453125,1860.800048828125,1890.280029296875
2025-04-23,1938.31005859375,1967.9200439453125,1914.6199951171875,1919.1400146484375
2025-04-24,1922.4599609375,1958.7099609375,1919.050048828125,1957.5899658203125
2025-04-25,1944.72998046875,1957.6199951171875,1934.3800048828125,1957.6199951171875
2025-04-28,1960.3900146484375,1973.93994140625,1942.02001953125,1965.550048828125
2025-04-29,1957.93994140625,1982.8399658203125,1948.1600341796875,1976.52001953125
2025-04-30,1950.0699462890625,1969.4000244140625,1925.3499755859375,1964.1199951171875
2025-05-01,1974.780029296875,1990.699951171875,1960.489990234375,1975.8599853515625
2025-05-02,1997.72998046875,2026.530029296875,1997.72998046875,2020.739990234375
2025-05-05,2003.97998046875,2020.0899658203125,2000.2900390625,2004.260009765625
2025-05-06,1984.699951171875,1998.3199462890625,1976.8599853515625,1983.18994140625
2025-05-07,1993.72998046875,1998.7900390625,1977.6099853515625,1989.6600341796875
2025-05-08,2009.72998046875,2040.4599609375,2000.1199951171875,2026.4100341796875
2025-05-09,2031.1300048828125,2037.300048828125,2016.2900390625,2023.0699462890625
2025-05-12,2086.81005859375,2104.7099609375,2076.909912109375,2092.199951171875
2025-05-13,2101.550048828125,2109.949951171875,2095.239990234375,2102.35009765625
2025-05-14,2096.4599609375,2099.340087890625,2082.81005859375,2083.800048828125
2025-05-15,2077.39990234375,2094.969970703125,2069.340087890625,2094.68994140625
2025-05-16,2096.02001953125,2114.949951171875,2094.35009765625,2113.25
2025-05-19,2082.199951171875,2104.5400390625,2081.47998046875,2104.429931640625
2025-05-20,2101.3798828125,2111.18994140625,2095.550048828125,2105.580078125
2025-05-21,2084.110107421875,2087.070068359375,2043.1800537109375,2046.56005859375
2025-05-22,2042.030029296875,2057.010009765625,2032.4000244140625,2045.56005859375
2025-05-23,2014.1099853515625,2044.8900146484375,2011.199951171875,2039.8499755859375
2025-05-27,2059.179931640625,2090.56005859375,2058.199951171875,2090.39990234375
2025-05-28,2089.909912109375,2092.389892578125,2066.43994140625,2067.800048828125
2025-05-29,2077.669921875,2081.52001953125,2061.02001953125,2074.780029296875
2025-05-30,2067.330078125,2074.739990234375,2051.1201171875,2066.2900390625
2025-06-02,2066.5,2070.5400390625,2043.5999755859375,2070.159912109375
2025-06-03,2074.030029296875,2107.389892578125,2070.860107421875,2102.97998046875
2025-06-04,2103.280029296875,2110.219970703125,2096.72998046875,2098.47998046875
2025-06-05,2099.56005859375,2110.080078125,2086.7900390625,2097.35009765625
2025-06-06,2115.2099609375,2132.35009765625,2115.2099609375,2132.25
2025-06-09,2144.159912109375,2154.389892578125,2139.050048828125,2144.449951171875
2025-06-10,2150.739990234375,2164.469970703125,2150.739990234375,2156.409912109375
2025-06-11,2163.550048828125,2170.489990234375,2146.909912109375,2148.22998046875
2025-06-12,2142.280029296875,2142.8798828125,2131.070068359375,2140.090087890625
2025-06-13,2120.22998046875,2125.080078125,2095.64990234375,2100.510009765625
2025-06-16,2115.070068359375,2134.7099609375,2115.070068359375,2124.1298828125
2025-06-17,2113.860107421875,2120.3798828125,2101.590087890625,2101.9599609375
2025-06-18,2101.360107421875,2127.669921875,2100.43994140625,2112.9599609375
2025-06-20,2123.39990234375,2127.550048828125,2103.320068359375,2109.27001953125
2025-06-23,2105.52001953125,2133.360107421875,2088.070068359375,2132.679931640625
2025-06-24,2144.9599609375,2164.89990234375,2142.739990234375,2161.2099609375
2025-06-25,2163.010009765625,2163.669921875,2135.9599609375,2136.179931640625
2025-06-26,2141.469970703125,2172.1298828125,2141.469970703125,2172.110107421875
2025-06-27,2176.739990234375,2189.179931640625,2159.800048828125,2172.530029296875
2025-06-30,2177.820068359375,2182.3701171875,2173.199951171875,2175.0400390625
2025-07-01,2165.6298828125,2218.590087890625,2160.6298828125,2197.5400390625
2025-07-02,2199.659912109375,2226.7900390625,2194.260009765625,2226.3798828125
2025-07-03,2232.300048828125,2249.0400390625,2232.300048828125,2249.0400390625
2025-07-07,2237.52001953125,2243.3798828125,2204.31005859375,2214.22998046875
2025-07-08,2219.10009765625,2238.530029296875,2219.10009765625,2228.739990234375
2025-07-09,2236.35009765625,2252.77001953125,2229.35009765625,2252.489990234375
2025-07-10,2251.0400390625,2275.699951171875,2247.18994140625,2263.409912109375
2025-07-11,2253.949951171875,2253.949951171875,2233.409912109375,2234.830078125
2025-07-14,2231.679931640625,2250.199951171875,2229.4599609375,2249.72998046875
2025-07-15,2254.77001953125,2257.570068359375,2205.050048828125,2205.050048828125
2025-07-16,2212.8798828125,2229.949951171875,2189.300048828125,2226.989990234375
2025-07-17,2228.050048828125,2258.4599609375,2227.199951171875,2253.679931640625
2025-07-18,2265.14990234375,2269.610107421875,2238.110107421875,2240.010009765625
2025-07-21,2248.25,2259.219970703125,2230.02001953125,2231.1298828125
2025-07-22,2231.179931640625,2254.570068359375,2224.330078125,2248.760009765625
2025-07-23,2259.18994140625,2283.199951171875,2259.18994140625,2283.1298828125
2025-07-24,2276.469970703125,2276.469970703125,2251.77001953125,2252.1298828125
2025-07-25,2257.2900390625,2262.580078125,2244.4599609375,2261.070068359375
2025-07-28,2267.570068359375,2270.169921875,2252.97998046875,2256.72998046875
2025-07-29,2268.330078125,2273.3798828125,2239.090087890625,2242.9599609375
2025-07-30,2249.320068359375,2265.81005859375,2220.300048828125,2232.39990234375
2025-07-31,2225.639892578125,2235.6298828125,2207.389892578125,2211.64990234375
2025-08-01,2192.93994140625,2192.93994140625,2143.429931640625,2166.780029296875
2025-08-04,2177.10009765625,2212.449951171875,2177.10009765625,2212.300048828125
2025-08-05,2218.43994140625,2228.47998046875,2200.72998046875,2225.669921875
2025-08-06,2224.25,2225.360107421875,2211.2099609375,2221.2900390625
2025-08-07,2234.580078125,2243.159912109375,2202.8701171875,2214.719970703125
2025-08-08,2222.7900390625,2228.300048828125,2214.27001953125,2218.419921875
2025-08-11,2221.909912109375,2229.72998046875,2213.5400390625,2216.510009765625
2025-08-12,2232.06005859375,2283.669921875,2229.679931640625,2282.780029296875
2025-08-13,2296.18994140625,2329.260009765625,2296.030029296875,2328.06005859375
2025-08-14,2304.489990234375,2304.489990234375,2279.860107421875,2299.080078125
2025-08-15,2304.199951171875,2305.0,2279.570068359375,2286.52001953125
2025-08-18,2287.110107421875,2298.27001953125,2285.800048828125,2294.469970703125
2025-08-19,2295.1201171875,2300.510009765625,2272.860107421875,2276.610107421875
2025-08-20,2273.7900390625,2274.68994140625,2252.429931640625,2269.35009765625
2025-08-21,2258.93994140625,2277.010009765625,2254.550048828125,2274.10009765625
2025-08-22,2285.179931640625,2366.60009765625,2285.179931640625,2361.949951171875
2025-08-25,2357.389892578125,2357.389892578125,2339.070068359375,2339.169921875
